2,01.01.2020 5:55:08,01.01.2020 5:56:11,1,0,1,False,107,107,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 6:42:35,01.01.2020 6:44:33,3,0.75,1,False,263,236,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01.01.2020 6:41:32,01.01.2020 6:43:05,1,0.11,1,False,142,143,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 6:40:36,01.01.2020 6:42:14,1,0.52,1,False,237,236,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01.01.2020 6:41:28,01.01.2020 7:12:02,1,9.57,1,False,88,146,2,31,0.5,0.5,0,0,0.3,34.8,2.5
2,01.01.2020 6:53:01,01.01.2020 6:54:42,3,0.15,1,False,164,164,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 6:35:06,01.01.2020 6:40:59,1,0.96,1,False,13,88,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01.01.2020 6:59:01,01.01.2020 7:00:53,1,0,5,False,233,233,2,90,0,0.5,0,0,0.3,90.8,0
1,01.01.2020 6:42:54,01.01.2020 6:56:40,1,2.2,1,False,162,48,1,11,3,0.5,2.95,0,0.3,17.75,2.5
2,01.01.2020 6:56:28,01.01.2020 7:01:32,1,0.87,1,False,113,114,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5
2,01.01.2020 6:13:50,01.01.2020 6:14:59,1,0.35,1,False,132,132,2,3.5,0.5,0.5,0,0,0.3,4.8,0
2,01.01.2020 6:47:22,01.01.2020 6:49:50,1,0.18,1,False,161,230,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01.01.2020 6:58:07,01.01.2020 7:01:48,2,0.71,1,False,79,137,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01.01.2020 6:08:15,01.01.2020 6:15:04,2,1.34,1,False,186,158,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01.01.2020 6:08:11,01.01.2020 6:09:04,1,0,1,False,229,229,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 6:17:27,01.01.2020 6:27:36,2,1.65,1,False,107,100,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01.01.2020 6:58:44,01.01.2020 7:02:23,1,0.7,1,False,170,107,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01.01.2020 6:58:44,01.01.2020 6:59:50,1,0.02,1,False,261,261,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 6:05:05,01.01.2020 6:11:14,1,0.94,1,False,246,100,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01.01.2020 6:00:07,01.01.2020 6:21:36,1,3.32,1,False,164,231,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
2,01.01.2020 6:26:05,01.01.2020 6:31:33,1,0.97,1,False,68,234,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01.01.2020 6:34:22,01.02.2020 5:34:56,1,0.77,1,False,263,141,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01.01.2020 6:05:34,01.01.2020 6:05:58,1,0,1,False,61,61,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,01.01.2020 6:02:45,01.01.2020 6:12:55,1,0.51,1,False,48,48,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01.01.2020 6:11:25,01.01.2020 6:12:02,1,0.02,1,False,164,164,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 6:33:25,01.01.2020 6:35:28,1,0.17,1,False,79,79,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01.01.2020 6:33:07,01.01.2020 6:34:11,1,0,1,False,4,4,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01.01.2020 7:14:34,01.01.2020 7:14:58,2,0.06,1,False,161,161,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
2,01.01.2020 7:16:26,01.01.2020 7:22:04,1,0.71,3,False,161,100,2,23,0.5,0,0,0,0.3,23.8,0
2,01.01.2020 7:59:50,01.01.2020 8:00:22,5,0.05,1,False,107,107,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5
